Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;Cursos;Aluno;Ano Ingresso;Tipo Ingresso;Curso Aluno;IRA;Escola 2G;Bolsa Apoio;Tipos Bolsa;Outras Bolsas;Nota Final;Cidade;Estado;O plano de ensino apresentado pelo(a) docente contém: ementa, objetivos, metodologias de ensino, critérios de avaliação, cronograma, conteúdos e bibliografia da disciplina.;O(A) docente cumpriu o plano de ensino apresentado.;Os conteúdos foram ministrados de forma clara.;As atividades pedagógicas (aulas, atividades online e presenciais e etc) estimularam a sua participação.;Os recursos didáticos, audiovisuais e tecnológicos disponíveis contribuíram para o processo de ensino e aprendizagem.;Os critérios de avaliação foram compatíveis com os conteúdos ministrados.;O(A) docente deu retorno sobre todas as atividades realizadas.;A atuação e disponibilidade do(a) docente foram satisfatórias.;O(A) docente manteve um comportamento respeitoso e cortês em relação aos discentes.;A atuação e disponibilidade do(a) tutor(a) à distância foram satisfatórias.;O(A) tutor(a) à distância manteve um comportamento respeitoso e cortês em relação aos discentes.;As atividades propostas contribuíram para a aprendizagem dos conteúdos.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de cultura geral.;Sua motivação para estudar esta disciplina foi alta.;Você teve facilidade para acompanhar as atividades da disciplina.;Seu empenho durante a disciplina foi elevado.;A atuação do(a) tutor(a) presencial foi satisfatória.;A atuação do(a) assistente à docência foi satisfatória.;As estruturas física e tecnológica do polo foram compatíveis e atenderam ao desenvolvimento das atividades.;A atuação do(a) coordenador(a) de curso foi satisfatória.;O trabalho da secretaria do curso na UFJF foi satisfatório.;A atuação da UFJF em relação aos alunos e polo-UAB é satisfatória.
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;BF06468025B1D1A17772AD2D1A124055;2017;Vestibular;75P;73,48;ESCOLA ESTADUAL DR JOAQUIM GOMES DA SILVEIRA NETO;N;;;85;CORONEL FABRICIANO;MG;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;1;4;3;1;5;1
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;A251FC89CF1E3C21A99FF97B25E43E88;2013;Enem/Vaga de Edital;61F;48,1;ESCOLA ESTADUAL "QUINCA FRANCO";N;;;82;DURANDE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;45DA01DC3292FBC4D5DE3A82D573F44F;2015;Matrícula como Graduado;61B;38;CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA;N;;;65;MOJI DAS CRUZES;SP;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;E9D9579D6461AC7B056AE8FF519EF6D8;2014;Vestibular;61A;74,77;ESCOLA ESTADUAL PROFESSOR JOÃO MENEZES;N;;;76;SAO JOSE DA BARRA;MG;4;5;4;4;5;4;4;4;5;5;5;5;4;4;4;5;4;5;5;3;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;6B02994C9ABBCA6C6E33A7E5F7262AB7;2009;Vestibular;61D;43,06;ESCOLA ESTADUAL ALBERTO GIOVANNINI;N;;;83;CORONEL FABRICIANO;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;7F43C3A428E2A739CCD0A3BD39F2486A;2016;Vestibular;75A;46,67;CESU PADRE EVARISTO AFONSO;N;;;88;ARAXA;MG;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;B01305D7A26C6B892BD2244B3172C7D2;A;75A|75B|75D|75E|75F|75J|75M|75N|75O|75P;4805598A35CC7399F7210F26DA0EF59A;2016;Vestibular;75D;57,5;CENTRO FEDERAL DE EDUCAÇÃO TECNOLOGICA DE MINAS GERAIS - CEFET;N;;;0;SANTANA DE CATAGUASES;MG;0;5;0;0;4;0;0;4;4;4;4;0;0;0;0;0;0;5;4;4;4;4;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;B01305D7A26C6B892BD2244B3172C7D2;A;75A|75B|75D|75E|75F|75J|75M|75N|75O|75P;C3F08FEEC562B6E477D1657D3B5C4592;2013;Matrícula como Graduado;75F;57,25;COLÉGIO SAÚDE;N;;EXTENSAO;86;JUIZ DE FORA;MG;5;5;5;5;4;5;5;4;5;4;4;4;5;5;4;4;5;4;5;4;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;B01305D7A26C6B892BD2244B3172C7D2;A;75A|75B|75D|75E|75F|75J|75M|75N|75O|75P;D7336EBB3476FA905DDFCC1CFB76CDAA;2014;Vestibular EAD Demanda Qualificada;75F;38,13;COLÉGIO TECNICO UNIVERSITÁRIO;N;;;5;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;2;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;B01305D7A26C6B892BD2244B3172C7D2;A;75A|75B|75D|75E|75F|75J|75M|75N|75O|75P;EA74BA5FA9C9432752BE8544B382784A;2017;Vestibular;75N;69,65;Escola Estadual Amilcar Savassi;N;;;98;BARBACENA;MG;5;5;5;5;5;5;5;5;5;0;0;5;5;5;5;5;5;5;0;5;2;4;1
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;B01305D7A26C6B892BD2244B3172C7D2;A;75A|75B|75D|75E|75F|75J|75M|75N|75O|75P;629218092B623F88DE24B622C36CE186;2017;Vestibular/ENEM;75P;40,86;Escola Estadual Deputado Francisco Eduardo Rangel Torres;N;;;2;GOVERNADOR VALADARES;MG;4;3;4;3;3;4;4;4;4;3;5;4;4;4;4;4;4;4;4;3;4;3;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;BF06468025B1D1A17772AD2D1A124055;2017;Vestibular;75P;73,48;ESCOLA ESTADUAL DR JOAQUIM GOMES DA SILVEIRA NETO;N;;;82;CORONEL FABRICIANO;MG;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;4;1;4;3;1;5;1
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;7A7731A520F139474BD3A0247AAA0E17;2016;Vestibular;75J;64,4;ESCOLA MUNICIPAL PROFESSOR JOSÉ MARIA DE PINHO;N;;;72;SABINOPOLIS;MG;5;4;4;3;5;4;5;;4;5;4;4;5;5;5;5;4;2;3;1;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;96B4CA2F288F5021AFB97373D3D7999F;2016;Vestibular;75A;62,25;ESCOLA MUNICIPAL MARCONI;N;;;78;IBIA;MG;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;7F43C3A428E2A739CCD0A3BD39F2486A;2016;Vestibular;75A;46,67;CESU PADRE EVARISTO AFONSO;N;;;73;ARAXA;MG;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;EAC54EA1956CDC180909FB6D8ED38D01;2016;Vestibular;75F;62,38;SESI/SENAI "ROBSON BRAGA DE ANDRADE ";N;;;90;JUIZ DE FORA;MG;5;5;5;5;4;5;5;;5;4;5;4;4;4;4;5;5;3;3;5;5;5;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;41D023FC09782F5907DFDBF827991747;2016;Vestibular/ENEM;75F;39,45;ESCOLA CRISTO REDENTOR 1º E 2º GRAUS;N;;;71;GOIANA;MG;5;4;3;3;4;2;2;2;3;3;3;4;3;4;5;4;4;3;3;3;3;3;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;0B9ED3615B4E28F73D4799EDFED99CAE;2016;Vestibular;75F;78,86;COLÉGIO CRISTO REDENTOR;N;;QUALIFICAÇÃO AMBIENTAL|MONITORIA GRADUACAO|VESTIBULAR;83;JUIZ DE FORA;MG;4;5;4;4;4;4;5;4;5;5;5;5;5;5;4;5;5;4;4;4;5;5;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;DB95B6A7322EEEFDB66D89CC3F848FB6;2016;Vestibular/ENEM;75J;66,63;COLÉGIO JOÃO CALVINO 1º E 2º GRAUS;N;;;78;CORONEL FABRICIANO;MG;4;4;4;4;4;4;4;4;4;4;4;5;5;5;3;3;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;8BF37D2928A7BBA9B592D17A53327A81;2014;Vestibular EAD Demanda Social;75M;36,95;ESCOLA ESTADUAL DES. APRIGIO RIBEIRO DE OLIVEIRA ;N;;;78;SAO BRAS DO SUACUI;MG;4;4;4;3;4;3;4;3;5;5;5;4;4;4;3;4;3;4;4;3;4;4;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;D69D3593ECFFB9644ED242C2B8C39438;2017;Vestibular;75P;77,52;ESCOLA ESTADUAL  PADRE HUMBERTO PIACENTE;N;;;87;GOVERNADOR VALADARES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;35A|65C|75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;596BB23CF2436BEB76F7356C99F37A80;2017;Vestibular;75N;31,03;Colégio Estadual Cizinio Soares Pinto;N;;;19;RIO DE JANEIRO;RJ;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;4;4;5;0;2;5;5;1
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;96B4CA2F288F5021AFB97373D3D7999F;2016;Vestibular;75A;62,25;ESCOLA MUNICIPAL MARCONI;N;;;72;IBIA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;7F43C3A428E2A739CCD0A3BD39F2486A;2016;Vestibular;75A;46,67;CESU PADRE EVARISTO AFONSO;N;;;82;ARAXA;MG;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;DCE058541074A807F262DBA738DBFA3B;2016;Vestibular/ENEM;75B;55,47;COLÉGIO CALIFÓRNIA;N;;;54;SAO JOAO DEL REI;MG;4;4;1;1;1;3;2;1;3;3;3;2;1;3;1;3;3;5;0;1;5;5;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;B7ACFDA42AA531D0507348D29204EA02;2016;Vestibular;75D;82,15;CES I - NITERÓI;N;;;79;MURIAE;MG;5;4;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;4;5;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;4805598A35CC7399F7210F26DA0EF59A;2016;Vestibular;75D;57,5;CENTRO FEDERAL DE EDUCAÇÃO TECNOLOGICA DE MINAS GERAIS - CEFET;N;;;35;SANTANA DE CATAGUASES;MG;0;5;0;0;4;0;0;4;4;4;4;0;0;0;0;0;0;5;4;4;4;4;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;0B9ED3615B4E28F73D4799EDFED99CAE;2016;Vestibular;75F;78,86;COLÉGIO CRISTO REDENTOR;N;;QUALIFICAÇÃO AMBIENTAL|MONITORIA GRADUACAO|VESTIBULAR;71;JUIZ DE FORA;MG;4;4;5;4;4;4;5;4;5;5;5;5;5;5;4;5;5;4;4;4;5;5;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;EAC54EA1956CDC180909FB6D8ED38D01;2016;Vestibular;75F;62,38;SESI/SENAI "ROBSON BRAGA DE ANDRADE ";N;;;67;JUIZ DE FORA;MG;5;5;5;5;4;5;5;3;5;4;5;4;4;4;4;5;5;3;3;5;5;5;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;C3F08FEEC562B6E477D1657D3B5C4592;2013;Matrícula como Graduado;75F;57,25;COLÉGIO SAÚDE;N;;EXTENSAO;60;JUIZ DE FORA;MG;5;5;5;4;4;5;5;4;5;4;4;4;5;5;4;4;5;4;5;4;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;41D023FC09782F5907DFDBF827991747;2016;Vestibular/ENEM;75F;39,45;ESCOLA CRISTO REDENTOR 1º E 2º GRAUS;N;;;69;GOIANA;MG;5;4;4;4;4;2;4;2;3;3;3;4;3;4;5;4;4;3;3;3;3;3;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;B921B46226E4C7CA540371A8929FA431;2016;Vestibular;75J;83,22;ESPAÇO EDUCACIONAL CRER & SER;N;;;89;GOVERNADOR VALADARES;MG;5;5;5;5;3;5;2;5;5;5;5;3;3;1;5;5;4;4;0;5;5;3;2
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;6FCAC4CF353A8D7365DE06427D59CD3F;2016;Vestibular;75J;79,24;ESCOLA ESTADUAL IMACULADA CONCEIÇÃO;N;;;83;IPANEMA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;7A7731A520F139474BD3A0247AAA0E17;2016;Vestibular;75J;64,4;ESCOLA MUNICIPAL PROFESSOR JOSÉ MARIA DE PINHO;N;;;75;SABINOPOLIS;MG;5;4;4;3;5;3;4;;4;5;3;3;3;5;5;5;4;2;3;1;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;DB95B6A7322EEEFDB66D89CC3F848FB6;2016;Vestibular/ENEM;75J;66,63;COLÉGIO JOÃO CALVINO 1º E 2º GRAUS;N;;;62;CORONEL FABRICIANO;MG;4;4;4;4;4;4;4;4;4;4;4;5;5;5;3;3;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;EF76111730C20A47D1A9B4EA01B18FBE;2017;Vestibular/ENEM;75N;95,38;Escola Estadual Cônego Osvaldo Lustosa;N;;;94;SAO JOAO DEL REI;MG;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;5;5;4;3;5;5;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;EA74BA5FA9C9432752BE8544B382784A;2017;Vestibular;75N;69,65;Escola Estadual Amilcar Savassi;N;;;86;BARBACENA;MG;5;5;4;4;4;4;5;5;5;0;0;5;5;5;3;4;3;5;0;5;1;3;1
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;FB8165E7B81172B43D12E04D496DC29F;2017;Vestibular;75N;73,08;COLÉGIO CONEXÃO;N;;INFOCENTRO|CAED - PERNAMBUCO|TREINAMENTO PROFISSIONAL|CAED|INICIACAO TECNOLOGICA;89;JUIZ DE FORA;MG;3;3;3;3;4;5;5;5;5;5;4;5;4;4;5;4;4;5;4;3;3;3;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;596BB23CF2436BEB76F7356C99F37A80;2017;Vestibular;75N;31,03;Colégio Estadual Cizinio Soares Pinto;N;;;73;RIO DE JANEIRO;RJ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;0;2;5;5;1
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;786106230E23763100D5665C47CF73FE;2017;Vestibular;75P;81,59;COLÉGIO DECISIVO COMENDADOR;N;;;75;GOVERNADOR VALADARES;MG;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;141037E704463C2CF2EEF71F8CF93CD9;2017;Vestibular/ENEM;75P;80,57;ESCOLA ESTADUAL CAIO NELSON DE SENA;N;;;82;GOVERNADOR VALADARES;MG;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;D69D3593ECFFB9644ED242C2B8C39438;2017;Vestibular;75P;77,52;ESCOLA ESTADUAL  PADRE HUMBERTO PIACENTE;N;;;81;GOVERNADOR VALADARES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;BF06468025B1D1A17772AD2D1A124055;2017;Vestibular;75P;73,48;ESCOLA ESTADUAL DR JOAQUIM GOMES DA SILVEIRA NETO;N;;;80;CORONEL FABRICIANO;MG;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;1;4;3;1;5;1
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;3AD25A39DF9721DDC56AF5569DEFD8D8;2018;Vestibular;61H;84,84;ESCOLA QUERUBINS LTDA.;N;;APOIO A EVENTOS|TREINAMENTO PROFISSIONAL|VESTIBULAR;72;CARANDAI;MG;5;5;5;4;4;2;1;2;5;3;4;3;3;4;3;5;5;3;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;6B02994C9ABBCA6C6E33A7E5F7262AB7;2009;Vestibular;61D;43,06;ESCOLA ESTADUAL ALBERTO GIOVANNINI;N;;;91;CORONEL FABRICIANO;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;35A|61A|61B|61D|61G|61H|65B|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;AC901F9E18676A5F2E057B13F0CBCD27;2016;Vestibular/ENEM;61B;70,55;ESCOLA ESTADUAL JOÁO MELO GOMIDE;N;;;91;PERDOES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;8698D0D0B996A5DEF6EE19FFCBF99B39;DEPTO DE QUIMICA /ICE;01492ABDF834462B8294387CED697A49;A;59B|59C|59E|59F|59G|59H|67A;57500408AC2BA08B981488776CEF6BA1;2018;Vestibular;59E;91,17;COLÉGIO DARWIN DE RAUL SOARES;N;;;94;BELO HORIZONTE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
